,tgt_ret_1,tgt_ret_3,tgt_ret_5,tgt_cum_ret_5,tgt_cum_ret_10,tgt_sharpe_5,tgt_sharpe_10,tgt_profitable_long_3,tgt_profitable_long_5,tgt_profitable_short_3,tgt_profitable_short_5
spectral_entropy,0.04986322010360045,0.006789328377712067,0.005304782775901629,0.03536255399162869,0.02949067397109051,0.0,0.002278519417373559,0.006621898330874565,0.0,0.007168744104560698,0.0
spectral_flatness,0.021919275931590043,0.030147739576470656,0.01373614175101423,0.0194066793879637,0.020811857891329666,0.0,0.0014124896460279146,0.0,0.0,0.0,0.0
spectral_centroid,0.0,0.0,0.0,0.013670563687733228,0.0017144142990490607,0.0005413191645704529,0.0025888007537924196,0.013310173589122343,0.013193969027863073,0.013761416262703552,0.010759827669858169
taylor_price_a0,0.0,0.019179306757713732,0.003064522898288402,0.0,0.0,0.00014761848774735853,0.0,0.0,0.0,0.0009908371025888485,0.0
taylor_price_a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014025547853488973,0.0,0.004900356886671453
taylor_price_a2,0.0,0.0,0.0,0.00026802341485065995,0.004503176918050578,0.0009014907358553259,0.008752566969497444,0.0,0.0,0.0,0.0
taylor_price_a3,0.005315865744895731,0.013278548335315499,0.00455497046925224,0.0,0.0,0.0,0.0,0.0,0.0,0.004447368629706183,0.0
taylor_price_a4,0.0,0.007319007737552674,0.03180522927367768,0.0,0.0,0.0002456940987753953,0.006951799332738595,0.003929910934098224,0.011808903530871273,0.006133279883792309,0.013872314441976119
taylor_price_a5,0.0,0.0,0.009050022832640003,0.006120103201375571,0.014803719399940185,0.0,0.0,0.0,0.003038289643413794,0.0,0.004001024182434865
taylor_price_r2,0.0,0.017856517694017526,0.005552881979950186,0.002142309670337461,0.0,0.006154134663946209,0.015160742647533532,0.0034151692856472238,0.0,0.0022285155694725667,0.000587545328616379
taylor_price_rmse,0.006467355070326697,0.0072084659702067455,0.021153348842585018,0.0067495079602197805,0.0,0.0,0.0,0.0028101025119222633,0.0005632933509414073,0.0,0.0014934527306955658
taylor_curvature_trend_ratio,0.0009004951562840979,0.0,0.00979585315062348,0.008899329386760524,0.0,0.009445648451124278,0.01272839535481829,0.0,0.0006922224558589818,5.101395075124415e-05,0.00394596023467253
taylor_asymmetry_curvature_ratio,0.0,0.0,0.0,0.0011000202021218541,0.0,0.0,0.0,0.0,0.0021939732107982834,0.0,0.0049350439032807
taylor_dominant_order,0.0008898724508110689,0.0,0.007600869679848188,0.0006618176108847962,0.0,0.004001892072058144,0.002334282674810062,0.009709541940510658,0.0,0.005158864613854952,0.0
taylor_complexity,0.0027808049800990275,0.0020330553137264396,0.0,0.0,0.0050085556755803395,0.0,0.0007383848583826236,0.01659427823819648,0.005301661119164525,0.014195768182036161,0.006506582360601865
taylor_vol_a1,0.006527256632379519,0.0,0.01828384779481329,7.808170830791994e-05,0.0,0.007993616259684977,0.0,0.0,0.004091008488511516,0.0,0.00397236346544716
taylor_vol_a2,0.023618224908400265,0.0,0.0,0.0,0.0,0.0033847636757746713,0.0,0.007523908835931792,0.0032332175580367384,0.006358007035956792,0.0022680638573278067
taylor_vol_a3,0.008714142145543669,0.03419965907160272,0.00882089897981686,0.01701296356175952,0.0,0.001862360879011149,0.0,0.007392036415111658,0.00422583456497172,0.0030330957736812714,0.002670671785478085
taylor_vol_r2,0.0,0.0,0.0,0.0,0.0022967877665127645,0.013281696173184088,0.00826303910230397,0.0,0.00335575122455678,0.0,0.004407906777185833
taylor_vol_accel_ratio,0.0,0.0,0.004769385329631781,0.0027718010803186033,0.001928037293118745,0.002686490768065486,0.0036808221900259674,0.0,0.0019132883632755338,0.0,0.0032233239469317
taylor_ofi_a1,0.0017546137347279611,0.0,0.007455788265281704,0.004697182982971171,0.005530681614017929,0.0004634620295407288,0.0,0.0,0.0,0.0,0.0
taylor_ofi_a2,0.0,0.010913411864801326,0.009428094048012703,0.00024436877617883823,0.0,0.0,0.0,0.0,0.0009717477900781368,0.0,0.002544007540884685
taylor_ofi_a3,0.0,0.0005145203692835665,0.0036691864256832574,0.0023432712102380293,0.0008398054373417452,0.017581106403467217,0.004631262598857155,0.003981163702053259,0.005788383154973431,0.003557539322350589,0.0026754228427812166
taylor_ofi_r2,0.007028481607125769,0.002029303473486621,0.003672107264869773,0.01687608705216448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taylor_price_ofi_alignment,0.0006414541666153184,0.014418890472672974,0.005096500399483173,0.007298585704286431,0.0,0.007860561991072323,0.008746540782214929,0.0,0.0,0.0,0.0008465509176818209
taylor_rate_a1,0.00495951231104641,0.0,0.0006842209335653493,0.0,0.0,0.0033721092946201736,0.0,0.0002741744090890563,0.0009790653856445175,0.0032578867242416543,0.0
taylor_rate_a2,0.003926179833956489,0.0,0.005766035176679729,0.008495424379178829,0.0,0.011450243634510748,0.0015255184668045985,0.009768989499451486,0.002110395645644747,0.0044380782717112766,0.004988352501659854
taylor_rate_a3,0.0,0.0,0.0,0.0037299106491319733,0.0,0.00561490631798911,0.01099924900074889,0.0023825164620498995,0.0,0.0041473062450947396,0.0
taylor_rate_r2,0.0,0.0,0.0,0.006259685849194341,0.0,0.0,0.014928756183286929,0.0030178722819003134,0.0,0.0026868511559672292,0.0
taylor_price_vol_divergence,0.0,0.0,0.0,0.013423343891097339,0.0024338793417895133,0.007057990421247773,0.0020931884249977273,0.0,0.002631054966498958,0.0,0.004846503691521065
taylor_price_rate_divergence,0.0,0.0,0.0,0.010781939753073289,0.01294307648950177,0.004282157705991274,0.0,0.0,0.0012610239574217808,0.0,0.0035786404373814307
te_price_to_volume,0.0038154473236433617,0.0001245997648098296,0.015901240132837557,0.01344901633989437,0.012357024130495553,0.0,0.0,0.002814378377038018,0.008988609516539903,0.0035712525420250607,0.01303397611605872
te_volume_to_price,0.024419684414382026,0.022891001562737046,0.013924458441237242,0.0077147121996317125,0.03346459689464165,0.0,0.009523728448008306,0.0038853960804718923,0.005116876251013647,0.0051421886359310776,0.004709865209357567
te_net_direction,0.02655438866649984,0.011945721890598726,0.013657006270133998,0.009318766499624154,0.023412500735852326,0.0,6.648327163549794e-05,0.0,0.0,0.0,0.0
mi_side_return,0.004965614099413429,0.0,0.00799367390805017,0.011900978367211934,0.0,0.0,0.011391480128914111,0.001936344766034992,0.0038821125102850296,0.0010786892813703375,0.003565182522791588
lz_complexity,0.01042292669845768,0.01058706188372227,0.0009429921475598846,0.00792598638584252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lz_complexity_norm,0.011439463562446406,0.011506360200246313,0.0011735225774511804,0.008017220999755104,0.0,0.0,0.0,0.0009042847255806841,0.0,0.0,0.0
avg_surprise,0.020728731700599745,0.01217137739041707,0.007532411387045634,0.019845641432114647,0.013827180955128249,0.013350842122500595,0.0,0.0,0.003129570702200102,0.0,0.0018130845017281239
nash_balance,0.0,0.0,0.012358891373162706,0.009374599560930896,0.010038622726829871,0.0,0.003698366890996674,0.0,0.0,0.0,0.0
stackelberg_buy_leader,0.0007425931627569327,0.0012830092994944309,0.004807516021419822,0.015003216695007815,0.014084639422817347,0.010475440798336066,0.004739722647784994,0.0,0.0027241469633225712,0.00032261438801350906,0.0055795275665269095
auction_clearing_speed,0.0,0.0,0.005776080060460043,0.0,0.0,0.001090739611479652,0.002162173090399122,0.007038345638344712,0.0014949935747572418,0.004682450696616325,0.005070149543314084
large_trade_centroid,0.0028227880651119364,0.0,0.0,0.0,0.004374964949527715,0.0,0.007455176729993518,0.004134819375765542,0.001128470325507891,0.0022170102462730767,0.00046765934825732103
large_trade_time_std,0.0,0.008612785069869844,0.01314460550790919,0.0,0.003414173345753113,0.0,0.0007239577422391008,0.003670456257745869,0.0,0.0,0.0
graph_transition_entropy,0.0077041325081959044,0.002720513651345513,0.012277552922135726,0.01138141825743233,0.0,0.011420502453514558,0.0,0.0,0.0,0.0012462986146997146,0.0
graph_transition_uniformity,0.0077041325081959044,0.002720513651345513,0.012277552922135726,0.01138141825743233,0.0,0.011421126252701086,0.0,0.0,0.0,0.0012462986146997146,0.0
