date,signal,n_trades,mean_ret,net_ret,win_rate
2025-12-15,idea6_coiled,12,54.94958779749407,34.94958779749407,58.333333333333336
2025-02-28,idea6_coiled,3,-28.746284763567047,-48.74628476356705,33.33333333333333
2025-05-28,idea6_coiled,17,-21.61993406101714,-41.61993406101714,41.17647058823529
2025-10-14,idea6_coiled,12,263.49944450787024,243.49944450787024,83.33333333333334
2025-02-21,idea6_coiled,18,-15.473060464492777,-35.473060464492775,38.88888888888889
2025-06-22,idea6_coiled,10,-111.00784195253877,-131.00784195253877,30.0
2026-01-28,idea6_coiled,2,-77.61841042965678,-97.61841042965678,0.0
2025-06-19,idea6_coiled,25,-35.947874589974305,-55.947874589974305,28.000000000000004
2025-11-21,idea6_coiled,5,-43.160535669131136,-63.160535669131136,60.0
2025-02-26,idea5_spotlead,18,28.517581447940238,8.517581447940238,50.0
2025-03-13,idea5_spotlead,8,-146.67381502749265,-166.67381502749265,25.0
2025-03-28,idea5_spotlead,1,16.286644951140072,-3.7133550488599276,100.0
2025-04-06,idea5_spotlead,12,-126.8079008188791,-146.8079008188791,50.0
2025-04-07,idea5_spotlead,27,97.18396820233731,77.18396820233731,70.37037037037037
2025-04-09,idea5_spotlead,25,209.82462152338385,189.82462152338385,72.0
2025-04-10,idea5_spotlead,12,-101.92895123195164,-121.92895123195164,33.33333333333333
2025-04-12,idea5_spotlead,1,99.7920997920998,79.7920997920998,100.0
2025-04-14,idea5_spotlead,5,24.159921152080653,4.159921152080653,40.0
2025-04-15,idea5_spotlead,5,-38.27174496543928,-58.27174496543928,40.0
2025-04-18,idea5_spotlead,4,7.713662036720748,-12.286337963279252,50.0
2025-04-20,idea5_spotlead,6,147.58578914845612,127.58578914845612,66.66666666666666
2025-04-26,idea5_spotlead,3,102.60448356109286,82.60448356109286,100.0
2025-05-07,idea5_spotlead,6,112.54247332982118,92.54247332982118,66.66666666666666
2025-05-17,idea5_spotlead,5,-25.594444511437555,-45.59444451143756,80.0
2025-05-21,idea5_spotlead,6,62.333699963422,42.333699963422,66.66666666666666
2025-05-25,idea5_spotlead,1,373.17784256559736,353.17784256559736,100.0
2025-05-31,idea5_spotlead,2,9.185951381267543,-10.814048618732457,50.0
2025-06-06,idea5_spotlead,2,-133.34537258213985,-153.34537258213985,50.0
2025-10-12,idea5_spotlead,8,119.23165342333897,99.23165342333897,62.5
2025-10-13,idea5_spotlead,9,103.4218019149934,83.4218019149934,66.66666666666666
2025-10-16,idea5_spotlead,5,42.72428749955614,22.72428749955614,60.0
2025-11-04,idea5_spotlead,20,-66.7740782711247,-86.7740782711247,55.00000000000001
2025-11-07,idea5_spotlead,9,201.43900378395455,181.43900378395455,66.66666666666666
2025-12-19,idea5_spotlead,28,131.80177757020041,111.80177757020041,71.42857142857143
2026-02-04,idea5_spotlead,15,8.941383828631928,-11.058616171368072,53.333333333333336
2026-02-05,idea5_spotlead,35,-309.8286832964059,-329.8286832964059,11.428571428571429
2026-02-06,idea5_spotlead,36,238.32292075803636,218.32292075803636,88.88888888888889
2026-02-09,idea5_spotlead,8,53.64591852879783,33.64591852879783,50.0
2026-02-10,idea5_spotlead,8,-72.0431375132735,-92.0431375132735,37.5
2026-02-12,idea5_spotlead,11,-25.969503383542555,-45.96950338354256,54.54545454545454
2026-02-15,idea5_spotlead,4,16.788594445203973,-3.211405554796027,50.0
2026-02-20,idea5_spotlead,7,60.42472233657043,40.42472233657043,57.14285714285714
2026-02-27,idea5_spotlead,10,-44.012569643156475,-64.01256964315647,30.0
2026-02-28,idea5_spotlead,17,52.381290224704756,32.381290224704756,58.82352941176471
2026-03-03,idea5_spotlead,12,91.78002944523514,71.78002944523514,58.333333333333336
2025-06-30,idea3_ifr,1,-370.3703703703687,-390.3703703703687,0.0
2025-08-13,idea3_ifr,1,380.82607048124385,360.82607048124385,100.0
2025-08-17,idea3_ifr,1,-269.19602529358656,-289.19602529358656,0.0
2025-01-10,idea6_coiled,14,7.896266144116914,-12.103733855883085,57.14285714285714
2025-02-11,idea6_coiled,35,18.559144561817906,-1.4408554381820942,54.285714285714285
2025-04-20,idea6_coiled,2,25.055175937693797,5.055175937693797,100.0
2025-06-30,idea6_coiled,9,-54.939015486548854,-74.93901548654885,44.44444444444444
2025-07-04,idea6_coiled,8,108.48951320447317,88.48951320447317,75.0
2025-07-05,idea6_coiled,10,-29.400095700846226,-49.40009570084622,60.0
2025-08-16,idea6_coiled,15,1.1481054163311484,-18.85189458366885,46.666666666666664
2025-08-24,idea6_coiled,1,170.55342847198008,150.55342847198008,100.0
2025-02-04,idea5_spotlead,5,73.3347219603775,53.33472196037749,60.0
2025-02-05,idea5_spotlead,4,13.455565011382955,-6.544434988617045,50.0
2025-02-10,idea5_spotlead,7,262.9726058283469,242.9726058283469,71.42857142857143
2025-12-08,idea5_spotlead,12,60.50958281789059,40.50958281789059,66.66666666666666
2025-12-18,idea5_spotlead,28,-77.25644968702281,-97.25644968702281,39.285714285714285
2026-02-13,idea5_spotlead,6,174.81815471099617,154.81815471099617,83.33333333333334
2026-02-16,idea5_spotlead,9,1.3289910689171205,-18.67100893108288,44.44444444444444
2026-02-17,idea5_spotlead,7,86.14148058399375,66.14148058399375,71.42857142857143
2026-02-25,idea5_spotlead,6,-135.80404626253113,-155.80404626253113,16.666666666666664
2026-02-26,idea5_spotlead,12,-51.566537848138545,-71.56653784813855,33.33333333333333
2026-03-01,idea5_spotlead,16,-39.51029284671552,-59.51029284671552,43.75
2026-03-02,idea5_spotlead,8,-105.30371931990399,-125.30371931990399,12.5
2026-03-04,idea5_spotlead,4,-72.61579573771688,-92.61579573771688,0.0
2025-01-04,idea3_ifr,1,51.87618882932732,31.87618882932732,100.0
2025-07-23,idea3_ifr,3,-256.99088490987157,-276.99088490987157,33.33333333333333
2025-10-22,idea3_ifr,1,221.80273714015985,201.80273714015985,100.0
2025-11-06,idea3_ifr,1,-173.43904856293224,-193.43904856293224,0.0
2025-11-08,idea3_ifr,5,320.3740896882044,300.3740896882044,60.0
2026-01-01,idea3_ifr,2,131.79023213157225,111.79023213157225,50.0
2025-02-12,idea6_coiled,16,2.2362138543804946,-17.763786145619505,62.5
2025-04-19,idea6_coiled,26,45.69320798861773,25.69320798861773,53.84615384615385
2025-05-23,idea6_coiled,18,-73.3968773202453,-93.3968773202453,44.44444444444444
2025-07-03,idea6_coiled,16,-27.601845678985114,-47.601845678985114,37.5
2025-09-28,idea6_coiled,1,300.8070432868659,280.8070432868659,100.0
2025-12-28,idea6_coiled,5,15.239175606843741,-4.760824393156259,40.0
2026-01-16,idea6_coiled,16,5.992558786109828,-14.007441213890171,68.75
2026-01-18,idea6_coiled,21,-8.472982419743548,-28.47298241974355,47.61904761904761
2026-01-19,idea6_coiled,11,19.177868694068227,-0.822131305931773,54.54545454545454
2025-01-30,idea6_coiled,13,-8.650162835958607,-28.650162835958607,46.15384615384615
2025-02-01,idea6_coiled,5,218.16868183969774,198.16868183969774,100.0
2025-03-17,idea5_spotlead,1,-113.72251705837667,-133.72251705837667,0.0
2026-02-08,idea5_spotlead,8,11.43104268949466,-8.56895731050534,62.5
2026-01-03,idea3_ifr,2,-132.97328608423086,-152.97328608423086,0.0
2025-01-18,idea6_coiled,12,101.7721963189337,81.7721963189337,66.66666666666666
2025-03-16,idea6_coiled,12,-8.738086966712979,-28.738086966712977,50.0
2025-08-01,idea6_coiled,1,-101.8715944089077,-121.8715944089077,0.0
2025-05-04,idea6_coiled,15,17.44926459789934,-2.55073540210066,73.33333333333333
2025-06-18,idea6_coiled,3,34.55433492598248,14.55433492598248,33.33333333333333
2025-02-12,idea5_spotlead,7,-45.84140182700306,-65.84140182700307,42.857142857142854
2025-02-24,idea5_spotlead,23,-200.785359720866,-220.785359720866,21.73913043478261
2025-02-25,idea5_spotlead,36,-42.776830149218,-62.776830149218,47.22222222222222
2025-02-27,idea5_spotlead,7,-53.50144598912825,-73.50144598912826,42.857142857142854
2025-03-06,idea5_spotlead,4,89.63263733801463,69.63263733801463,75.0
2025-03-12,idea5_spotlead,6,79.419394118847,59.419394118846995,33.33333333333333
2025-03-14,idea5_spotlead,1,83.96946564885432,63.969465648854325,100.0
2025-03-30,idea5_spotlead,4,112.96391438906096,92.96391438906096,100.0
2025-04-27,idea5_spotlead,2,-141.40326696087112,-161.40326696087112,0.0
2025-05-04,idea5_spotlead,1,88.23529411764675,68.23529411764675,100.0
2025-05-20,idea5_spotlead,6,-115.8608027234659,-135.8608027234659,33.33333333333333
2025-05-23,idea5_spotlead,3,-97.25046629534512,-117.25046629534512,33.33333333333333
2025-05-29,idea5_spotlead,1,-404.7720494247986,-424.7720494247986,0.0
2025-05-30,idea5_spotlead,6,-73.258789304881,-93.258789304881,33.33333333333333
2025-10-21,idea5_spotlead,4,-56.24187858575297,-76.24187858575297,25.0
2025-11-03,idea5_spotlead,9,-91.64428612904959,-111.64428612904959,33.33333333333333
2025-11-17,idea5_spotlead,14,-68.7825303626427,-88.7825303626427,35.714285714285715
2025-11-18,idea5_spotlead,14,135.17636111810197,115.17636111810197,71.42857142857143
2025-11-20,idea5_spotlead,17,-161.2372532364424,-181.2372532364424,35.294117647058826
2025-11-21,idea5_spotlead,32,-197.66566902273127,-217.66566902273127,34.375
2025-12-10,idea5_spotlead,14,-233.5174531779264,-253.5174531779264,14.285714285714285
2025-12-11,idea5_spotlead,14,79.62013962135408,59.620139621354085,71.42857142857143
2025-12-14,idea5_spotlead,7,81.76091968677936,61.76091968677936,42.857142857142854
2025-12-22,idea5_spotlead,24,25.515418982869306,5.515418982869306,58.333333333333336
2025-12-26,idea5_spotlead,31,68.50144719710204,48.50144719710204,74.19354838709677
2026-01-05,idea5_spotlead,9,78.1725643473045,58.1725643473045,88.88888888888889
2026-01-08,idea5_spotlead,9,-87.01634292261303,-107.01634292261303,22.22222222222222
2026-01-16,idea5_spotlead,14,-44.55404394360351,-64.55404394360352,35.714285714285715
2026-01-31,idea5_spotlead,8,146.71302481563117,126.71302481563117,62.5
2026-02-01,idea5_spotlead,12,-40.65911308113031,-60.65911308113031,41.66666666666667
2026-02-11,idea5_spotlead,16,-16.53405662087603,-36.53405662087603,50.0
2026-02-19,idea5_spotlead,10,-34.36060991104373,-54.36060991104373,40.0
2026-02-22,idea5_spotlead,4,-143.02011636513316,-163.02011636513316,25.0
2026-02-23,idea5_spotlead,5,-76.42718921147517,-96.42718921147517,40.0
2025-01-15,idea6_coiled,9,44.65870991950024,24.65870991950024,66.66666666666666
2026-01-24,idea6_coiled,13,-20.818300199005026,-40.81830019900502,46.15384615384615
2025-01-20,idea5_spotlead,2,-53.42818351530221,-73.42818351530221,0.0
2025-02-24,idea3_ifr,9,-238.4369840214926,-258.4369840214926,22.22222222222222
2025-05-10,idea3_ifr,4,461.58672736224713,441.58672736224713,75.0
2025-07-24,idea3_ifr,1,-414.3685475887426,-434.3685475887426,0.0
2025-07-28,idea3_ifr,2,-306.88614336796985,-326.88614336796985,0.0
2026-01-28,idea3_ifr,1,249.8311951384191,229.8311951384191,100.0
2025-03-03,idea6_coiled,10,-193.612822461701,-213.612822461701,20.0
