symbol,signal,direction,horizon_m,n_signals,mean_ret,median_ret,win_rate,net_fees
GRASSUSDT,basis_z2.5_lb240,short,240,5207,8.371417506626504,32.067094227923306,55.57902823122719,-11.628582493373496
GRASSUSDT,basis_z2.5_lb240,long,240,6088,14.412937003280224,-1.492628902973192,49.490801576872535,-5.5870629967197765
GRASSUSDT,basis_z3.0_lb240,short,5,2535,1.875344250672069,3.185727938833649,53.293885601577905,-18.124655749327932
GRASSUSDT,basis_z3.0_lb240,long,5,3073,3.5698411119057485,3.0520372348541436,52.554506996420436,-16.43015888809425
GRASSUSDT,basis_z3.0_lb240,short,15,2535,4.004525053769842,6.412311638346324,54.00394477317554,-15.995474946230157
GRASSUSDT,basis_z3.0_lb240,long,15,3073,11.739824155887808,3.206155819173162,51.90367718841523,-8.260175844112192
GRASSUSDT,basis_z3.0_lb240,short,30,2535,5.909102469581841,8.291873963516272,54.31952662721894,-14.09089753041816
GRASSUSDT,basis_z3.0_lb240,long,30,3073,12.647588534719242,2.2070183182520964,50.60201757240481,-7.352411465280758
GRASSUSDT,basis_z3.0_lb240,short,60,2535,3.207951906704987,6.14062020263928,52.26824457593688,-16.792048093295012
GRASSUSDT,basis_z3.0_lb240,long,60,3071,14.566295546081651,2.257081593499688,50.47215890589385,-5.433704453918349
GRASSUSDT,basis_z3.0_lb240,short,240,2535,11.558578886959673,35.33088734882561,56.213017751479285,-8.441421113040327
GRASSUSDT,basis_z3.0_lb240,long,240,3070,17.714209675588396,-3.9766539918334454,48.85993485342019,-2.285790324411604
GRASSUSDT,basis_z2.0_lb720,short,5,10928,1.9632930807875681,2.792906508887749,52.35175695461201,-18.03670691921243
GRASSUSDT,basis_z2.0_lb720,long,5,12628,4.124399544495251,2.363776806104667,51.417484954070325,-15.875600455504749
GRASSUSDT,basis_z2.0_lb720,short,15,10928,4.507901191671581,5.738027588081396,53.468155197657396,-15.492098808328418
GRASSUSDT,basis_z2.0_lb720,long,15,12628,7.347152803638335,2.9563963656564773,51.425403864428255,-12.652847196361666
GRASSUSDT,basis_z2.0_lb720,short,30,10928,5.754348656246743,8.842569071992322,54.33748169838945,-14.245651343753256
GRASSUSDT,basis_z2.0_lb720,long,30,12628,8.525235237290314,3.0252615517301074,51.02153943617358,-11.474764762709686
GRASSUSDT,basis_z2.0_lb720,short,60,10928,8.024469735176796,9.986685527450522,53.79758418740849,-11.975530264823204
GRASSUSDT,basis_z2.0_lb720,long,60,12625,11.937219200979545,2.2296544035671495,50.43960396039604,-8.062780799020455
GRASSUSDT,basis_z2.0_lb720,short,240,10928,14.782243073001716,27.650354121923627,55.53623718887262,-5.217756926998284
GRASSUSDT,basis_z2.0_lb720,long,240,12620,18.162947237567813,0.0,49.69096671949287,-1.8370527624321866
GRASSUSDT,basis_z2.5_lb720,short,5,5129,1.501406912115375,3.0385900941964916,52.54435562487815,-18.498593087884625
GRASSUSDT,basis_z2.5_lb720,long,5,6303,6.4916661026081,2.4715768660410475,51.62620974139299,-13.5083338973919
GRASSUSDT,basis_z2.5_lb720,short,15,5129,3.374210155503018,5.977286312015551,53.733671280951455,-16.625789844496982
GRASSUSDT,basis_z2.5_lb720,long,15,6303,13.471265368331151,3.2422793223640944,51.76899888941774,-6.528734631668849
GRASSUSDT,basis_z2.5_lb720,short,30,5129,3.482957583864848,7.525398218989343,53.77266523688829,-16.51704241613515
GRASSUSDT,basis_z2.5_lb720,long,30,6303,15.55300180207667,2.739726027396472,50.81707123591941,-4.44699819792333
GRASSUSDT,basis_z2.5_lb720,short,60,5129,4.189143787547904,7.6716532412723915,52.583349580814975,-15.810856212452096
GRASSUSDT,basis_z2.5_lb720,long,60,6301,20.359892462747332,3.1017369727037725,50.81733058244723,0.35989246274733233
GRASSUSDT,basis_z2.5_lb720,short,240,5129,9.891739702690524,32.71823059808887,55.66387209982453,-10.108260297309476
