symbol,signal,direction,horizon_m,n_signals,mean_ret_bps,median_ret_bps,win_rate,sharpe,net_fees_bps
FORMUSDT,ifr_level_gt5.0,long_momentum,5,23172,-0.2790168768824805,0.0,49.17141377524599,-0.004077228647925168,-20.27901687688248
FORMUSDT,ifr_level_gt5.0_fade,short_contrarian,5,23172,0.2790168768824805,0.0,49.07215605040566,0.004077228647925168,-19.72098312311752
FORMUSDT,ifr_level_gt5.0,long_momentum,15,23172,-1.2678537271880919,0.0,49.577075781115134,-0.010242675251933866,-21.267853727188093
FORMUSDT,ifr_level_gt5.0_fade,short_contrarian,15,23172,1.2678537271880919,0.0,49.96116002071466,0.010242675251933866,-18.732146272811907
FORMUSDT,ifr_level_gt5.0,long_momentum,30,23172,-1.6589682266074965,-1.4631862355973801,48.606076298981534,-0.010015912769320064,-21.658968226607495
FORMUSDT,ifr_level_gt5.0_fade,short_contrarian,30,23172,1.6589682266074965,1.4631862355973801,51.096150526497496,0.010015912769320064,-18.341031773392505
FORMUSDT,ifr_level_gt5.0,long_momentum,60,23172,-4.287841982910379,-2.058161585272722,48.66217849128258,-0.018519787668458704,-24.28784198291038
FORMUSDT,ifr_level_gt5.0_fade,short_contrarian,60,23172,4.287841982910379,2.058161585272722,51.096150526497496,0.018519787668458704,-15.712158017089621
FORMUSDT,ifr_level_gt5.0,long_momentum,240,23172,-16.68192154717795,-2.4572610867579225,49.18436043500777,-0.044957493699548136,-36.68192154717795
FORMUSDT,ifr_level_gt5.0_fade,short_contrarian,240,23172,16.68192154717795,2.4572610867579225,50.694804073882274,0.044957493699548136,-3.31807845282205
FORMUSDT,ifr_level_gt10.0,long_momentum,5,8294,-0.451186211512908,0.0,49.626235833132384,-0.004524127220798615,-20.45118621151291
FORMUSDT,ifr_level_gt10.0_fade,short_contrarian,5,8294,0.451186211512908,0.0,48.81842295635399,0.004524127220798615,-19.54881378848709
FORMUSDT,ifr_level_gt10.0,long_momentum,15,8294,-2.7362633109571792,-0.8892868131255005,49.02339040270075,-0.015110766208583325,-22.736263310957177
FORMUSDT,ifr_level_gt10.0_fade,short_contrarian,15,8294,2.7362633109571792,0.8892868131255005,50.60284543043164,0.015110766208583325,-17.263736689042823
FORMUSDT,ifr_level_gt10.0,long_momentum,30,8294,-4.840128996775842,-3.303600925007588,47.63684591270798,-0.02065420496833454,-24.840128996775842
FORMUSDT,ifr_level_gt10.0_fade,short_contrarian,30,8294,4.840128996775842,3.303600925007588,52.09790209790209,0.02065420496833454,-15.159871003224158
FORMUSDT,ifr_level_gt10.0,long_momentum,60,8294,-12.522451540710371,-4.707495048870136,47.600675186882086,-0.039406429988822926,-32.52245154071037
FORMUSDT,ifr_level_gt10.0_fade,short_contrarian,60,8294,12.522451540710371,4.707495048870136,52.21847118398843,0.039406429988822926,-7.477548459289629
FORMUSDT,ifr_level_gt10.0,long_momentum,240,8294,-54.86957736123251,-13.205843157806374,46.961659030624546,-0.11982542056284314,-74.8695773612325
FORMUSDT,ifr_level_gt10.0_fade,short_contrarian,240,8294,54.86957736123251,13.205843157806374,52.94188570050638,0.11982542056284314,34.86957736123251
FORMUSDT,ifr_level_gt20.0,long_momentum,5,1641,-6.590805306784094,-2.025873296095382,47.83668494820232,-0.03644419139819717,-26.590805306784095
