variant,direction,horizon_m,n_symbols,total_signals,mean_ret_bps,median_ret_bps,mean_wr,mean_sharpe,net_fees_bps
LS>0.72_OI>2.0σ,short,5,116,201461,2.450917865645391,1.5414330445227402,49.035270303177164,0.02085295667348174,-17.54908213435461
LS>0.72_OI>2.5σ,short,5,114,96407,2.434558422078353,2.6838161645698952,49.381779758125326,0.027301158493006763,-17.565441577921646
LS>0.75_OI>2.0σ,short,30,104,136424,2.4245209087752917,1.2265197607568215,49.969111695205726,0.013355004541185617,-17.57547909122471
LS>0.72_OI>2.0σ_extended,short,15,110,78605,2.34763012651027,3.4036585767454204,52.024699886772886,0.0332223709232761,-17.65236987348973
LS>0.7_OI>2.5σ,short,15,119,118237,2.346913096082557,2.412266133820679,50.52327256607908,0.019727729856202202,-17.653086903917444
LS>0.65_OI>1.5σ,short,30,140,669179,2.3295268612592657,2.6933023541563474,50.75241027307663,0.019978575124128203,-17.670473138740732
LS>0.7_OI>2.0σ,short,30,123,246436,2.291757095707037,1.3577652505820723,50.838808206101994,0.030676163418673054,-17.708242904292963
LS>0.68_OI>1.5σ_extended,short,30,128,211098,2.2550455846492405,5.309707788163703,52.70019393052644,0.035495726576178985,-17.744954415350758
LS>0.72_noOI_extended,long,5,23,10894,2.215949198540881,-1.0573422698711727,48.26897279182461,0.028056929466415078,-17.78405080145912
LS>0.72_OI>2.0σ,long,30,20,1007,2.2156971889322374,-31.76622736971313,46.76605884532542,-0.044352350838110205,-17.784302811067764
LS>0.72_OI>2.0σ,short,15,116,201461,2.207414616708546,2.822944059926131,50.59360979815996,0.027619806808404625,-17.792585383291453
LS>0.7_OI>2.0σ_extended,short,5,119,97167,2.1800358939041526,2.531151681517426,51.03938532012471,0.03711724022428466,-17.819964106095846
LS>0.7_OI>1.5σ_extended,short,15,122,179964,2.116700418990151,4.504639027469594,52.78244900893839,0.05097568696795519,-17.883299581009847
