test_day,train_start_day,train_end_day,variant,events,pair_net_15m_bps,pair_net_max_15m_bps,pair_win_15m,pair_win_max_15m,gap_close_15m_bps
2025-11-14,2025-10-15,2025-11-13,active_model_top_quantile,43.0,11.71516188763084,33.89941275640737,0.8604651162790697,1.0,19.715161887630842
2025-11-15,2025-10-16,2025-11-14,active_baseline,85.0,10.514483277303977,24.86601297164223,0.8,1.0,18.51448327730397
2025-11-15,2025-10-16,2025-11-14,active_state_top_quantile,32.0,6.269107340228147,20.706867430467533,0.78125,1.0,14.269107340228148
2025-11-15,2025-10-16,2025-11-14,active_model_top_quantile,32.0,16.706816604789378,36.2817915654143,0.8125,1.0,24.706816604789378
2025-11-16,2025-10-17,2025-11-15,active_baseline,84.0,8.951655681573515,28.85300288554139,0.7738095238095238,1.0,16.951655681573516
2025-11-16,2025-10-17,2025-11-15,active_state_top_quantile,36.0,10.476588904125542,27.417953144281523,0.7777777777777778,1.0,18.476588904125542
2025-11-16,2025-10-17,2025-11-15,active_model_top_quantile,39.0,15.126855991392107,36.23812219618132,0.8461538461538461,1.0,23.126855991392105
2025-11-17,2025-10-18,2025-11-16,active_baseline,100.0,7.401616544272667,25.53273887565461,0.74,1.0,15.401616544272665
2025-11-17,2025-10-18,2025-11-16,active_state_top_quantile,36.0,6.237347167391285,26.993049777301746,0.6944444444444444,1.0,14.237347167391286
2025-11-17,2025-10-18,2025-11-16,active_model_top_quantile,37.0,13.686948896740201,35.68544050850241,0.7837837837837838,1.0,21.6869488967402
2025-11-18,2025-10-19,2025-11-17,active_baseline,100.0,5.208294032313539,25.002216047557507,0.69,1.0,13.208294032313535
2025-11-18,2025-10-19,2025-11-17,active_state_top_quantile,42.0,8.382600355930549,24.437969261435587,0.7380952380952381,1.0,16.382600355930546
2025-11-18,2025-10-19,2025-11-17,active_model_top_quantile,38.0,9.128768929953218,34.15872541220515,0.6842105263157895,1.0,17.128768929953214
2025-11-19,2025-10-20,2025-11-18,active_baseline,105.0,9.092064904017516,26.09292135026593,0.7619047619047619,1.0,17.092064904017516
2025-11-19,2025-10-20,2025-11-18,active_state_top_quantile,41.0,8.434396766803012,23.649075596220925,0.7560975609756098,1.0,16.434396766803008
2025-11-19,2025-10-20,2025-11-18,active_model_top_quantile,41.0,16.26376555044548,38.526617507942056,0.8292682926829268,1.0,24.26376555044548
2025-11-20,2025-10-21,2025-11-19,active_baseline,97.0,6.957355765895063,25.577441544916514,0.711340206185567,1.0,14.95735576589506
2025-11-20,2025-10-21,2025-11-19,active_state_top_quantile,37.0,5.718627291542804,22.819706588571623,0.7297297297297297,1.0,13.718627291542804
2025-11-20,2025-10-21,2025-11-19,active_model_top_quantile,37.0,11.75730000893728,36.39486413657324,0.6756756756756757,1.0,19.757300008937282
2025-11-21,2025-10-22,2025-11-20,active_baseline,113.0,7.022767001364174,26.997898993862034,0.6548672566371682,0.9911504424778761,15.022767001364175
2025-11-21,2025-10-22,2025-11-20,active_state_top_quantile,43.0,7.179214620936964,22.597997600837427,0.7441860465116279,0.9767441860465116,15.17921462093696
2025-11-21,2025-10-22,2025-11-20,active_model_top_quantile,52.0,13.785538254679988,41.44918889663953,0.8076923076923077,1.0,21.785538254679995
2025-11-22,2025-10-23,2025-11-21,active_baseline,125.0,6.7544125425556505,25.241761564389396,0.76,0.992,14.754412542555649
2025-11-22,2025-10-23,2025-11-21,active_state_top_quantile,47.0,7.314552060615574,25.322909545548903,0.7872340425531915,1.0,15.314552060615572
2025-11-22,2025-10-23,2025-11-21,active_model_top_quantile,67.0,10.081586444903195,32.9215205495779,0.8059701492537313,1.0,18.081586444903188
