test_day,train_start_day,train_end_day,symbol,rank,train_events,mean_edge_bps,positive_day_share,selection_score,was_active_prev_day
2026-02-27,2026-01-28,2026-02-26,DYDXUSDT,1,677.0,41.10761240945359,1.0,20.734620770595516,True
2026-02-27,2026-01-28,2026-02-26,CRVUSDT,3,676.0,15.470991925127132,0.9666666666666667,11.487226823123223,True
2026-02-27,2026-01-28,2026-02-26,ATHUSDT,5,416.0,5.581054895007989,1.0,8.749190495957688,True
2026-02-27,2026-01-28,2026-02-26,GALAUSDT,2,643.0,8.918250661663615,1.0,11.951101466784788,True
2026-02-27,2026-01-28,2026-02-26,GIGGLEUSDT,4,253.0,6.6452220724377415,1.0,8.843479160482897,True
2026-02-27,2026-01-28,2026-02-26,AEROUSDT,6,238.0,3.3694500562166683,0.9666666666666667,5.416204102177671,True
2026-02-27,2026-01-28,2026-02-26,BREVUSDT,8,45.0,8.770797480682724,1.0,3.351795652961553,True
2026-02-28,2026-01-29,2026-02-27,DYDXUSDT,1,676.0,42.24648817656325,1.0,22.266993351667146,True
2026-02-28,2026-01-29,2026-02-27,CRVUSDT,2,677.0,15.60481152235274,0.9666666666666667,11.75261757507715,True
2026-02-28,2026-01-29,2026-02-27,ATHUSDT,4,409.0,5.6470127439345905,1.0,8.775887577638708,True
2026-02-28,2026-01-29,2026-02-27,GALAUSDT,3,647.0,8.66635673201149,1.0,11.258601518602354,True
2026-02-28,2026-01-29,2026-02-27,GIGGLEUSDT,5,260.0,6.537665919014411,1.0,8.678721418708694,True
2026-02-28,2026-01-29,2026-02-27,AEROUSDT,6,238.0,3.4229604598107675,0.9666666666666667,5.613140788951945,True
2026-02-28,2026-01-29,2026-02-27,BREVUSDT,8,48.0,8.774769936996059,1.0,3.515882410819769,True
2026-03-01,2026-01-30,2026-02-28,DYDXUSDT,1,675.0,43.16026955889599,1.0,23.665986812389075,True
2026-03-01,2026-01-30,2026-02-28,CRVUSDT,2,677.0,16.03407390509026,0.9666666666666667,12.15279612404438,True
2026-03-01,2026-01-30,2026-02-28,ATHUSDT,5,397.0,5.678919562116264,1.0,8.693613474491693,True
2026-03-01,2026-01-30,2026-02-28,GALAUSDT,3,647.0,8.954715899649068,1.0,11.85017996584032,True
2026-03-01,2026-01-30,2026-02-28,GIGGLEUSDT,4,263.0,6.712215896692991,1.0,8.99718036554563,True
2026-03-01,2026-01-30,2026-02-28,AEROUSDT,6,244.0,3.4150826761196598,0.9666666666666667,5.6267387818620485,True
2026-03-01,2026-01-30,2026-02-28,BREVUSDT,8,49.0,9.19911525321358,1.0,3.732222515950223,True
2026-03-02,2026-01-31,2026-03-01,DYDXUSDT,1,675.0,44.03223325290016,1.0,23.491372726394037,True
2026-03-02,2026-01-31,2026-03-01,CRVUSDT,2,678.0,16.50540928766076,0.9666666666666667,13.281773373521782,True
2026-03-02,2026-01-31,2026-03-01,ATHUSDT,5,382.0,5.527873564790494,1.0,8.476968700361176,True
2026-03-02,2026-01-31,2026-03-01,GALAUSDT,3,648.0,9.285233814895108,1.0,12.597431681656898,True
2026-03-02,2026-01-31,2026-03-01,GIGGLEUSDT,4,266.0,6.874161991719375,1.0,8.84490123776702,True
