state,target,real_uplift,shuffle_mean,shuffle_std,shuffle_p95,shuffle_p99,real_exceeds_p99,symbol
S10_thin_move,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,ASTERUSDT
S10_thin_move,big_B_24h,1.6338852522140932,1.2636660762418173,0.23126798346264166,1.6338852522140932,1.7299961494031577,0.0,ASTERUSDT
S06_compress_vol,big_A_k3.0_24h,,,,,,,ATHUSDT
S06_compress_vol,big_B_24h,,,,,,,ATHUSDT
S07_compress_oi,big_A_k3.0_24h,26.0,3.8272000000000004,2.8732246970955826,7.800000000000001,10.4,1.0,ATHUSDT
S07_compress_oi,big_B_24h,1.1542196531791908,1.626680231213873,0.15782121974914323,1.8756069364161851,1.9722728323699419,0.0,ATHUSDT
S01_fund_high,big_A_k3.0_24h,,,,,,,ATHUSDT
S01_fund_high,big_B_24h,,,,,,,ATHUSDT
S03_oi_surge,big_A_k3.0_24h,4.896860986547085,3.7887713004484302,1.4252569666208563,6.2959641255605385,7.002511210762325,0.0,ATHUSDT
S03_oi_surge,big_B_24h,1.410425360947666,1.5055837839238964,0.08653608651324515,1.6433396407371885,1.695098369579305,0.0,ATHUSDT
S09_stall_fund,big_A_k3.0_24h,0.0,2.207234042553191,1.7030662837549317,4.978723404255319,6.638297872340425,0.0,ATHUSDT
S09_stall_fund,big_B_24h,0.8902226048456525,1.415638125691797,0.13004421396544233,1.6269585536834337,1.7193575206001719,0.0,ATHUSDT
S10_thin_move,big_A_k3.0_24h,0.0,0.3371838565022422,0.47532251304078416,1.399103139013453,1.399103139013453,0.0,ATHUSDT
S10_thin_move,big_B_24h,0.7375618860001556,0.8019756240441691,0.06435266539993881,0.9057777547370331,0.9319159128023015,0.0,ATHUSDT
S06_compress_vol,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,ATOMUSDT
S06_compress_vol,big_B_24h,2.976152623211447,2.3568294344764937,0.3370798811459781,2.8344310697251873,3.1178741766977063,0.0,ATOMUSDT
S07_compress_oi,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,ATOMUSDT
S07_compress_oi,big_B_24h,0.8558870288974096,1.2774502945852428,0.2146606770298521,1.6339661460768726,1.7903600486299442,0.0,ATOMUSDT
S01_fund_high,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,ATOMUSDT
S01_fund_high,big_B_24h,3.9682034976152623,3.1433958664546897,0.13611786672777149,3.3502384737678836,3.5135135135135136,1.0,ATOMUSDT
S03_oi_surge,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,ATOMUSDT
S03_oi_surge,big_B_24h,1.069276391572975,1.4679263920489705,0.07808084789246278,1.5920337385642072,1.6396759422331806,0.0,ATOMUSDT
S09_stall_fund,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,ATOMUSDT
S09_stall_fund,big_B_24h,1.0633747934785998,1.2743898500576702,0.09528603094439399,1.4264783814956825,1.4783503226409802,0.0,ATOMUSDT
S10_thin_move,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,ATOMUSDT
S10_thin_move,big_B_24h,1.5398998647462212,0.8741893078328549,0.1530577576795649,1.1253114396222386,1.243765275371948,1.0,ATOMUSDT
S06_compress_vol,big_A_k3.0_24h,,,,,,,AUCTIONUSDT
S06_compress_vol,big_B_24h,,,,,,,AUCTIONUSDT
S07_compress_oi,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,AUCTIONUSDT
S07_compress_oi,big_B_24h,0.3730105357543152,0.2972893969961892,0.21404792849976698,0.7460210715086304,0.932526339385788,0.0,AUCTIONUSDT
S01_fund_high,big_A_k3.0_24h,,,,,,,AUCTIONUSDT
S01_fund_high,big_B_24h,,,,,,,AUCTIONUSDT
S03_oi_surge,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,AUCTIONUSDT
S03_oi_surge,big_B_24h,1.3733569725499786,1.0733547716573943,0.14011232863657078,1.3123188848810907,1.4038760163844228,0.0,AUCTIONUSDT
S09_stall_fund,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,AUCTIONUSDT
