target,is_binary,n_features,features,trade_score,n_train,n_trade,metric,period,trade_start,trade_end
tgt_breakout_up_5,True,20,"close_to_vwap, dist_to_r1_bps, net_tick_direction, max_drawdown, time_to_high_pct, cvd_close_vs_range, is_swing_high, golden_ratio_composite, cvd_min, fair_value_change_bps_z, taylor_price_a0, dist_to_support_5_bps, dist_to_resistance_10_bps_z, ofi_persistence, aggression_imbalance, dist_to_resistance_5_bps, bos_net_z, panic_sell_ratio, trade_rate_std, trade_time_uniformity",0.32339285714285715,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_consolidation_3,True,20,"trade_rate_std, atr_change_pct_14, kinetic_energy, wave_wavelength_z, total_energy, realized_vol, price_path_length, trade_time_uniformity, burstiness, volume_per_second_std, monotonicity_score, max_drawdown, quartile_count_ratio, max_trades_per_second_z, max_drawup, taylor_rate_r2, max_up_sweep_z, eigen_ratio_z, roll_spread, max_monotonic_run_z",0.3629807692307693,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_consolidation_5,True,20,"kinetic_energy, trade_rate_std, atr_change_pct_14, total_energy, realized_vol, wave_wavelength_z, volume_per_second_std, price_path_length, burstiness, monotonicity_score, trade_time_uniformity, max_trades_per_second_z, max_drawdown, roll_spread, quartile_count_ratio, max_drawup, eigen_ratio_z, vol_price_feedback_z, max_monotonic_run, max_monotonic_run_z",0.3973359324236517,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_crash_10,True,20,"realized_vol, price_path_length, trade_rate_std, volume_per_second_std, monotonicity_score, wave_wavelength_z, burstiness, eigen_ratio_z, total_energy, kinetic_energy, max_drawup, max_monotonic_run_z, max_up_sweep_z, max_drawdown, max_monotonic_run, atr_change_pct_14, max_sell_run, path_length_over_range, roll_spread, max_trades_per_second_z",0.3795051102743411,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_crash_3,True,20,"realized_vol, price_path_length, trade_rate_std, volume_per_second_std, path_length_over_range, burstiness, max_drawdown, wave_wavelength_z, eigen_ratio_z, max_sell_run, max_up_sweep_z, total_energy, max_monotonic_run, roll_spread, max_monotonic_run_z, atr_change_pct_14, max_sell_run_z, max_trades_per_second_z, max_drawup, cvd_min",0.3926553672316384,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_crash_5,True,20,"realized_vol, price_path_length, monotonicity_score, trade_rate_std, volume_per_second_std, burstiness, wave_wavelength_z, total_energy, max_drawdown, path_length_over_range, eigen_ratio_z, atr_change_pct_14, max_up_sweep_z, max_drawup, max_monotonic_run, max_monotonic_run_z, roll_spread, kinetic_energy, max_sell_run, dist_to_support_20_bps",0.38228571428571434,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_liquidation_cascade_5,True,20,"price_path_length, realized_vol, trade_rate_std, burstiness, monotonicity_score, volume_per_second_std, max_drawdown, total_energy, side_switch_rate, max_drawup, max_sell_run, max_monotonic_run, atr_change_pct_14, kinetic_energy, taylor_rate_r2, trade_time_uniformity, cvd_min, eigen_ratio_z, te_price_to_volume, quartile_count_ratio",0.23099953938277296,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_profitable_long_1,True,16,"is_swing_low, is_swing_high, low, dist_to_resistance_10_bps, dist_to_resistance_5_bps, hilbert_std_amplitude, trade_size_iqr, max_drawdown, hilbert_std_amplitude_z, dist_to_support_20_bps, dist_to_support_5_bps, max_buy_run_z, dist_to_r1_bps, vol_price_feedback_z, hour_sin, ofi_persistence",0.151640866873065,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_profitable_long_10,True,20,"low, hilbert_std_amplitude, max_drawup, total_energy, max_drawdown, price_path_length, realized_vol, trade_size_iqr, kinetic_energy, path_length_over_range, turbulence, support_touches_20, dist_to_support_5_bps, resistance_touches_20, breakout_up_bps_5_z, is_swing_low, bos_net_z, max_monotonic_run_z, golden_ratio_composite, is_swing_high",0.10366826156299846,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_profitable_long_3,True,20,"low, is_swing_low, dist_to_resistance_5_bps, total_energy, hilbert_std_amplitude, dist_to_resistance_10_bps, max_drawdown, kinetic_energy, price_path_length, burstiness, is_swing_high, hour_sin, fib_wave_avg_dist_z, max_drawup, path_length_over_range, trade_size_iqr, resistance_touches_20, dist_to_r1_bps, turbulence, max_monotonic_run_z",0.14603734168951565,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_profitable_long_5,True,15,"low, total_energy, max_drawdown, is_swing_low, hilbert_std_amplitude, is_swing_high, kinetic_energy, dist_to_resistance_5_bps, max_drawup, path_length_over_range, breakout_up_bps_5_z, trade_size_iqr, hilbert_std_amplitude_z, turbulence, max_sell_run",0.09439204031528625,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_profitable_short_1,True,14,"is_swing_low, is_swing_high, low, dist_to_resistance_5_bps, dist_to_resistance_10_bps, hilbert_std_amplitude, trade_size_iqr, dist_to_support_5_bps, dist_to_r1_bps, dist_to_support_20_bps, close_to_vwap, vol_price_feedback_z, ofi_persistence, hour_sin",0.17445952740070392,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_profitable_short_10,True,20,"low, hilbert_std_amplitude, max_drawup, total_energy, max_drawdown, price_path_length, trade_size_iqr, realized_vol, kinetic_energy, turbulence, support_touches_20, path_length_over_range, resistance_touches_20, breakout_up_bps_5_z, dist_to_support_5_bps, is_swing_low, bos_net_z, fib_wave_avg_dist_z, max_monotonic_run_z, breakout_net_10",0.09919732441471574,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_profitable_short_3,True,20,"low, is_swing_low, dist_to_resistance_5_bps, total_energy, hilbert_std_amplitude, max_drawdown, kinetic_energy, hour_sin, price_path_length, burstiness, is_swing_high, trade_size_iqr, max_drawup, fib_wave_avg_dist_z, path_length_over_range, max_monotonic_run_z, dist_to_r1_bps, resistance_touches_20, turbulence, cvd_min",0.15511705685618726,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_profitable_short_5,True,18,"low, total_energy, max_drawdown, is_swing_low, hilbert_std_amplitude, kinetic_energy, dist_to_resistance_5_bps, is_swing_high, realized_vol, max_drawup, path_length_over_range, atr_change_pct_14, dist_to_r1_bps, trade_size_iqr, hilbert_std_amplitude_z, turbulence, breakout_up_bps_5_z, max_sell_run",0.1004464285714286,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_relative_ret_1,False,3,"is_swing_low, is_swing_high, support_touches_20",0.11055461035684433,2160,180,R2,7,2025-06-27,2025-07-26
tgt_tail_event_1,True,20,"volume_per_second_std, trade_rate_std, realized_vol, price_path_length, burstiness, roll_spread, vol_price_feedback_z, total_energy, max_trades_per_second_z, monotonicity_score, max_drawdown, trade_time_uniformity, eigen_ratio_z, taylor_rate_r2, cvd_min, hour_sin, wave_wavelength_z, max_monotonic_run, quartile_count_ratio, path_length_over_range",0.14634146341463417,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_tail_event_3,True,20,"realized_vol, trade_rate_std, volume_per_second_std, price_path_length, path_length_over_range, eigen_ratio_z, max_monotonic_run, burstiness, roll_spread, wave_wavelength_z, max_trades_per_second_z, monotonicity_score, total_energy, vol_price_feedback_z, max_sell_run, max_up_sweep_z, max_monotonic_run_z, max_drawdown, trade_time_uniformity, max_sell_run_z",0.17883211678832112,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_tail_event_5,True,20,"realized_vol, trade_rate_std, price_path_length, volume_per_second_std, eigen_ratio_z, wave_wavelength_z, monotonicity_score, roll_spread, max_trades_per_second_z, burstiness, max_monotonic_run, path_length_over_range, total_energy, max_drawdown, trade_time_uniformity, kinetic_energy, max_up_sweep_z, max_monotonic_run_z, atr_change_pct_14, max_sell_run",0.24318274318274313,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_vol_expansion_10,True,20,"realized_vol, trade_rate_std, price_path_length, volume_per_second_std, eigen_ratio_z, wave_wavelength_z, burstiness, total_energy, max_trades_per_second_z, monotonicity_score, trade_time_uniformity, max_monotonic_run, roll_spread, max_drawdown, kinetic_energy, max_monotonic_run_z, max_up_sweep_z, atr_change_pct_14, vol_price_feedback_z, max_drawup",0.33111111111111113,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_vol_expansion_5,True,20,"realized_vol, trade_rate_std, volume_per_second_std, price_path_length, eigen_ratio_z, burstiness, max_trades_per_second_z, wave_wavelength_z, roll_spread, trade_time_uniformity, monotonicity_score, total_energy, max_drawdown, vol_price_feedback_z, max_monotonic_run, kinetic_energy, atr_change_pct_14, max_monotonic_run_z, quartile_count_ratio, path_length_over_range",0.22856954167217014,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_adverse_selection_1,True,8,"is_swing_high, is_swing_low, cvd_max, max_drawup, total_energy, kinetic_energy, breakout_up_bps_5_z, taylor_price_a0",0.018168242906918874,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_alpha_1,False,4,"is_swing_low, is_swing_high, resistance_touches_20, support_touches_20",0.1303361463034053,2160,180,R2,8,2025-07-27,2025-08-25
tgt_breakout_any_3,True,20,"kinetic_energy, max_drawup, price_path_length, realized_vol, trade_rate_std, burstiness, wave_wavelength_z, monotonicity_score, volume_per_second_std, trade_time_uniformity, atr_change_pct_14, max_drawdown, taylor_rate_r2, quartile_count_ratio, total_energy, max_monotonic_run, max_sell_run_z, max_sell_run, max_monotonic_run_z, max_up_sweep_z",0.3544061302681992,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_breakout_any_5,True,20,"wave_wavelength_z, atr_change_pct_14, volume_per_second_std, realized_vol, price_path_length, trade_rate_std, burstiness, kinetic_energy, trade_time_uniformity, monotonicity_score, max_drawup, max_drawdown, quartile_count_ratio, taylor_rate_r2, max_monotonic_run_z, max_up_sweep_z, roll_spread, total_energy, max_monotonic_run, eigen_ratio_z",0.494413407821229,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_breakout_down_10,True,20,"close_to_vwap, max_drawup, dist_to_r1_bps, time_to_high_pct, dist_to_support_5_bps, low, net_tick_direction, cvd_close_vs_range, breakout_up_bps_5_z, is_swing_low, golden_ratio_composite, burstiness, fair_value_change_bps_z, wave_wavelength_z, taylor_price_a0, panic_sell_ratio, aggression_imbalance, bos_net_z, dist_to_resistance_10_bps_z, total_energy",0.2605911330049262,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_breakout_down_3,True,20,"close_to_vwap, max_drawup, dist_to_r1_bps, time_to_high_pct, dist_to_support_5_bps, net_tick_direction, cvd_close_vs_range, is_swing_low, taylor_price_a0, golden_ratio_composite, fair_value_change_bps_z, ofi_persistence, panic_sell_ratio, aggression_imbalance, cvd_max, burstiness, monotonicity_score, dist_to_resistance_10_bps_z, breakout_up_bps_5_z, total_energy",0.2987055871087043,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_breakout_down_5,True,20,"close_to_vwap, max_drawup, dist_to_r1_bps, time_to_high_pct, is_swing_low, dist_to_support_5_bps, cvd_close_vs_range, net_tick_direction, breakout_up_bps_5_z, burstiness, total_energy, panic_sell_ratio, wave_wavelength_z, golden_ratio_composite, taylor_price_a0, bos_net_z, monotonicity_score, low, fair_value_change_bps_z, ofi_persistence",0.2835537315701474,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_breakout_up_10,True,20,"close_to_vwap, dist_to_r1_bps, max_drawdown, net_tick_direction, dist_to_resistance_10_bps_z, bos_net_z, cvd_min, dist_to_support_5_bps, fair_value_change_bps_z, time_to_high_pct, golden_ratio_composite, cvd_close_vs_range, taylor_price_a0, aggression_imbalance, is_swing_high, dist_to_resistance_5_bps, low, ofi_persistence, trade_rate_std, panic_sell_ratio",0.30926607490798874,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_breakout_up_3,True,20,"close_to_vwap, dist_to_r1_bps, max_drawdown, net_tick_direction, time_to_high_pct, cvd_close_vs_range, cvd_min, ofi_persistence, is_swing_high, fair_value_change_bps_z, dist_to_resistance_5_bps, golden_ratio_composite, taylor_price_a0, aggression_imbalance, dist_to_resistance_10_bps_z, dist_to_support_5_bps, dist_to_resistance_10_bps, trade_rate_std, panic_sell_ratio, bos_net_z",0.37287272727272736,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_breakout_up_5,True,20,"close_to_vwap, dist_to_r1_bps, max_drawdown, net_tick_direction, time_to_high_pct, cvd_close_vs_range, cvd_min, is_swing_high, dist_to_resistance_10_bps_z, fair_value_change_bps_z, golden_ratio_composite, taylor_price_a0, ofi_persistence, aggression_imbalance, dist_to_resistance_5_bps, dist_to_support_5_bps, trade_rate_std, bos_net_z, dist_to_resistance_10_bps, atr_change_pct_14",0.3511029411764707,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_consolidation_3,True,20,"kinetic_energy, trade_rate_std, atr_change_pct_14, total_energy, wave_wavelength_z, realized_vol, price_path_length, trade_time_uniformity, volume_per_second_std, burstiness, monotonicity_score, max_drawdown, quartile_count_ratio, max_drawup, taylor_rate_r2, max_trades_per_second_z, eigen_ratio_z, max_up_sweep_z, roll_spread, vol_price_feedback_z",0.38177777777777777,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_consolidation_5,True,20,"kinetic_energy, trade_rate_std, atr_change_pct_14, realized_vol, total_energy, volume_per_second_std, wave_wavelength_z, price_path_length, burstiness, monotonicity_score, trade_time_uniformity, max_trades_per_second_z, max_drawup, max_drawdown, quartile_count_ratio, roll_spread, eigen_ratio_z, vol_price_feedback_z, max_monotonic_run, max_monotonic_run_z",0.36688162137263935,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_crash_10,True,20,"realized_vol, volume_per_second_std, price_path_length, wave_wavelength_z, trade_rate_std, eigen_ratio_z, max_monotonic_run_z, burstiness, total_energy, monotonicity_score, roll_spread, max_up_sweep_z, kinetic_energy, max_drawdown, max_sell_run, atr_change_pct_14, dist_to_support_20_bps, max_drawup, max_monotonic_run, max_trades_per_second_z",0.20186335403726696,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_crash_3,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, max_up_sweep_z, max_sell_run, burstiness, path_length_over_range, max_drawdown, roll_spread, max_sell_run_z, max_monotonic_run_z, wave_wavelength_z, eigen_ratio_z, max_monotonic_run, cvd_min, monotonicity_score, trade_time_uniformity, taylor_rate_r2, net_tick_direction",0.22332185886402756,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_crash_5,True,20,"realized_vol, volume_per_second_std, price_path_length, trade_rate_std, wave_wavelength_z, burstiness, max_drawdown, monotonicity_score, roll_spread, eigen_ratio_z, total_energy, max_monotonic_run_z, max_up_sweep_z, path_length_over_range, cvd_min, atr_change_pct_14, dist_to_support_20_bps, max_monotonic_run, max_sell_run, trade_time_uniformity",0.15438936582664087,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_liquidation_cascade_5,True,20,"realized_vol, price_path_length, volume_per_second_std, trade_rate_std, max_drawdown, total_energy, burstiness, monotonicity_score, max_drawup, max_monotonic_run, kinetic_energy, cvd_min, path_length_over_range, eigen_ratio_z, roll_spread, atr_change_pct_14, taylor_rate_r2, trade_time_uniformity, wave_wavelength_z, max_sell_run",0.2142857142857143,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_profitable_long_1,True,16,"is_swing_low, is_swing_high, low, dist_to_resistance_5_bps, dist_to_resistance_10_bps, ofi_persistence, hilbert_std_amplitude, dist_to_support_20_bps, resistance_touches_20, vol_price_feedback_z, trade_size_iqr, burstiness, breakout_net_10, max_drawdown, hilbert_std_amplitude_z, hour_sin",0.19528162055335962,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_profitable_long_10,True,20,"low, hilbert_std_amplitude, trade_size_iqr, resistance_touches_20, bos_net_z, monotonicity_score, hilbert_std_amplitude_z, breakout_up_bps_5_z, turbulence, support_touches_20, total_energy, max_drawup, is_swing_high, realized_vol, max_drawdown, is_swing_low, path_length_over_range, kinetic_energy, max_monotonic_run_z, burstiness",0.05727554179566563,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_profitable_long_3,True,20,"low, is_swing_low, burstiness, hilbert_std_amplitude, is_swing_high, hour_sin, total_energy, trade_size_iqr, resistance_touches_20, dist_to_resistance_5_bps, monotonicity_score, kinetic_energy, turbulence, dist_to_resistance_10_bps, wave_wavelength_z, max_monotonic_run_z, realized_vol, max_drawdown, volume_per_second_std, cvd_max",0.17402419254271118,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_profitable_long_5,True,19,"low, trade_size_iqr, is_swing_low, hilbert_std_amplitude, is_swing_high, breakout_up_bps_5_z, dist_to_resistance_5_bps, total_energy, monotonicity_score, max_drawdown, kinetic_energy, bos_net_z, dist_to_r1_bps, wave_wavelength_z, realized_vol, turbulence, cvd_min, hilbert_std_amplitude_z, hilbert_amp_freq_corr_z",0.08164525691699598,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_profitable_short_1,True,13,"is_swing_low, is_swing_high, dist_to_resistance_5_bps, low, dist_to_support_20_bps, dist_to_resistance_10_bps, hilbert_std_amplitude, ofi_persistence, trade_size_iqr, vol_price_feedback_z, resistance_touches_20, burstiness, hour_sin",0.19845201238390098,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_profitable_short_10,True,20,"low, hilbert_std_amplitude, trade_size_iqr, resistance_touches_20, bos_net_z, turbulence, breakout_up_bps_5_z, support_touches_20, monotonicity_score, hilbert_std_amplitude_z, total_energy, max_drawup, is_swing_high, max_drawdown, is_swing_low, realized_vol, kinetic_energy, breakout_net_10, vol_price_feedback_z, golden_ratio_composite",0.04674922600619191,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_profitable_short_3,True,20,"low, is_swing_low, burstiness, hilbert_std_amplitude, hour_sin, is_swing_high, total_energy, trade_size_iqr, resistance_touches_20, dist_to_resistance_5_bps, monotonicity_score, kinetic_energy, dist_to_resistance_10_bps, turbulence, max_monotonic_run_z, wave_wavelength_z, volume_per_second_std, realized_vol, max_drawdown, fvg_bearish_count_10",0.17101140493796207,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_profitable_short_5,True,19,"low, trade_size_iqr, is_swing_low, hilbert_std_amplitude, dist_to_resistance_5_bps, is_swing_high, breakout_up_bps_5_z, total_energy, monotonicity_score, max_drawdown, kinetic_energy, bos_net_z, wave_wavelength_z, dist_to_r1_bps, realized_vol, turbulence, cvd_min, max_drawup, hilbert_std_amplitude_z",0.07261256803562599,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_relative_ret_1,False,4,"is_swing_low, is_swing_high, resistance_touches_20, support_touches_20",0.1303361463034053,2160,180,R2,8,2025-07-27,2025-08-25
tgt_tail_event_1,True,20,"volume_per_second_std, realized_vol, trade_rate_std, total_energy, price_path_length, burstiness, roll_spread, max_drawdown, max_trades_per_second_z, vol_price_feedback_z, trade_time_uniformity, taylor_rate_r2, monotonicity_score, eigen_ratio_z, hour_sin, cvd_min, max_monotonic_run, kinetic_energy, side_sequence_entropy_z, wave_wavelength_z",0.2490294587805435,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_tail_event_3,True,20,"realized_vol, volume_per_second_std, price_path_length, trade_rate_std, total_energy, eigen_ratio_z, wave_wavelength_z, path_length_over_range, roll_spread, burstiness, max_trades_per_second_z, max_monotonic_run, monotonicity_score, trade_time_uniformity, max_up_sweep_z, max_monotonic_run_z, max_drawdown, vol_price_feedback_z, cvd_min, hour_sin",0.2905731818775298,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_tail_event_5,True,20,"realized_vol, price_path_length, volume_per_second_std, trade_rate_std, wave_wavelength_z, eigen_ratio_z, monotonicity_score, total_energy, max_drawdown, roll_spread, max_trades_per_second_z, atr_change_pct_14, trade_time_uniformity, path_length_over_range, burstiness, max_monotonic_run, kinetic_energy, max_up_sweep_z, cvd_min, max_monotonic_run_z",0.3078775157426843,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_vol_expansion_10,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, wave_wavelength_z, total_energy, eigen_ratio_z, trade_time_uniformity, max_trades_per_second_z, monotonicity_score, roll_spread, max_drawdown, max_monotonic_run, burstiness, kinetic_energy, max_monotonic_run_z, atr_change_pct_14, max_up_sweep_z, max_drawup, quartile_count_ratio",0.36889632107023407,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_vol_expansion_5,True,20,"realized_vol, trade_rate_std, volume_per_second_std, price_path_length, eigen_ratio_z, wave_wavelength_z, max_trades_per_second_z, roll_spread, trade_time_uniformity, burstiness, total_energy, max_drawdown, monotonicity_score, kinetic_energy, atr_change_pct_14, vol_price_feedback_z, max_monotonic_run_z, max_monotonic_run, quartile_count_ratio, taylor_rate_r2",0.2821671826625387,2160,180,AUC_dev,8,2025-07-27,2025-08-25
tgt_adverse_selection_1,True,9,"is_swing_high, is_swing_low, total_energy, max_drawup, kinetic_energy, realized_vol, cvd_max, path_length_over_range, max_monotonic_run",0.09084121453459426,2160,180,AUC_dev,9,2025-08-26,2025-09-24
tgt_alpha_1,False,4,"is_swing_low, is_swing_high, resistance_touches_20, dist_to_support_20_bps",0.17194812609395294,2160,180,R2,9,2025-08-26,2025-09-24
tgt_breakout_any_3,True,20,"trade_rate_std, realized_vol, volume_per_second_std, price_path_length, kinetic_energy, trade_time_uniformity, burstiness, max_drawup, wave_wavelength_z, max_drawdown, monotonicity_score, atr_change_pct_14, taylor_rate_r2, total_energy, quartile_count_ratio, max_monotonic_run, max_sell_run_z, max_sell_run, max_monotonic_run_z, roll_spread",0.4782857142857143,2160,180,AUC_dev,9,2025-08-26,2025-09-24
tgt_breakout_any_5,True,20,"trade_rate_std, wave_wavelength_z, trade_time_uniformity, atr_change_pct_14, volume_per_second_std, kinetic_energy, max_drawup, burstiness, taylor_rate_r2, quartile_count_ratio, realized_vol, price_path_length, monotonicity_score, max_monotonic_run_z, breakout_up_bps_5_z, max_sell_run, max_trades_per_second_z, max_sell_run_z, roll_spread, is_swing_high",0.4915730337078652,2160,180,AUC_dev,9,2025-08-26,2025-09-24
tgt_breakout_down_10,True,20,"close_to_vwap, dist_to_r1_bps, max_drawup, time_to_high_pct, cvd_close_vs_range, net_tick_direction, is_swing_low, breakout_up_bps_5_z, low, dist_to_support_5_bps, fair_value_change_bps_z, golden_ratio_composite, dist_to_resistance_10_bps_z, taylor_price_a0, aggression_imbalance, burstiness, wave_wavelength_z, trade_size_iqr, total_energy, panic_sell_ratio",0.24792960662525887,2160,180,AUC_dev,9,2025-08-26,2025-09-24
tgt_breakout_down_3,True,20,"close_to_vwap, max_drawup, dist_to_r1_bps, net_tick_direction, time_to_high_pct, cvd_close_vs_range, is_swing_low, dist_to_support_5_bps, taylor_price_a0, fair_value_change_bps_z, golden_ratio_composite, burstiness, aggression_imbalance, ofi_persistence, cvd_max, monotonicity_score, dist_to_resistance_10_bps_z, panic_sell_ratio, dist_to_resistance_5_bps, breakout_up_bps_5_z",0.30073941866394704,2160,180,AUC_dev,9,2025-08-26,2025-09-24
tgt_breakout_down_5,True,20,"close_to_vwap, max_drawup, dist_to_r1_bps, time_to_high_pct, is_swing_low, cvd_close_vs_range, net_tick_direction, dist_to_support_5_bps, breakout_up_bps_5_z, burstiness, monotonicity_score, total_energy, wave_wavelength_z, taylor_price_a0, fair_value_change_bps_z, dist_to_resistance_10_bps_z, bos_net_z, volume_per_second_std, kinetic_energy, trade_rate_std",0.3015128169211374,2160,180,AUC_dev,9,2025-08-26,2025-09-24
tgt_breakout_up_10,True,20,"close_to_vwap, dist_to_r1_bps, max_drawdown, dist_to_resistance_10_bps_z, net_tick_direction, cvd_min, time_to_high_pct, dist_to_resistance_5_bps, fair_value_change_bps_z, taylor_price_a0, dist_to_resistance_10_bps, cvd_close_vs_range, dist_to_support_5_bps, aggression_imbalance, trade_rate_std, bos_net_z, golden_ratio_composite, is_swing_high, wave_wavelength_z, atr_change_pct_14",0.300591133004926,2160,180,AUC_dev,9,2025-08-26,2025-09-24
tgt_breakout_up_3,True,20,"close_to_vwap, dist_to_r1_bps, max_drawdown, net_tick_direction, time_to_high_pct, cvd_close_vs_range, dist_to_resistance_5_bps, cvd_min, dist_to_resistance_10_bps_z, is_swing_high, fair_value_change_bps_z, taylor_price_a0, ofi_persistence, aggression_imbalance, golden_ratio_composite, dist_to_resistance_10_bps, dist_to_support_5_bps, trade_rate_std, atr_change_pct_14, realized_vol",0.3009994121105233,2160,180,AUC_dev,9,2025-08-26,2025-09-24
tgt_breakout_up_5,True,20,"close_to_vwap, dist_to_r1_bps, max_drawdown, net_tick_direction, time_to_high_pct, cvd_close_vs_range, dist_to_resistance_10_bps_z, cvd_min, dist_to_resistance_5_bps, is_swing_high, fair_value_change_bps_z, taylor_price_a0, golden_ratio_composite, dist_to_resistance_10_bps, aggression_imbalance, trade_rate_std, atr_change_pct_14, ofi_persistence, dist_to_support_5_bps, max_sell_run",0.2936330187170053,2160,180,AUC_dev,9,2025-08-26,2025-09-24
tgt_consolidation_3,True,20,"trade_rate_std, kinetic_energy, atr_change_pct_14, wave_wavelength_z, total_energy, realized_vol, trade_time_uniformity, burstiness, price_path_length, volume_per_second_std, monotonicity_score, max_drawdown, quartile_count_ratio, max_drawup, max_trades_per_second_z, taylor_rate_r2, eigen_ratio_z, vol_price_feedback_z, roll_spread, max_up_sweep_z",0.3507338687344226,2160,180,AUC_dev,9,2025-08-26,2025-09-24
tgt_consolidation_5,True,20,"trade_rate_std, total_energy, kinetic_energy, atr_change_pct_14, volume_per_second_std, realized_vol, wave_wavelength_z, burstiness, price_path_length, monotonicity_score, trade_time_uniformity, max_drawup, quartile_count_ratio, max_trades_per_second_z, max_drawdown, max_up_sweep_z, max_monotonic_run_z, eigen_ratio_z, roll_spread, max_monotonic_run",0.45540875309661444,2160,180,AUC_dev,9,2025-08-26,2025-09-24
tgt_crash_10,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, wave_wavelength_z, eigen_ratio_z, burstiness, max_monotonic_run_z, monotonicity_score, max_drawdown, total_energy, max_up_sweep_z, max_sell_run, max_trades_per_second_z, atr_change_pct_14, max_monotonic_run, roll_spread, kinetic_energy, max_drawup, max_sell_run_z",0.2968678028558269,2160,180,AUC_dev,9,2025-08-26,2025-09-24
tgt_crash_3,True,20,"realized_vol, trade_rate_std, burstiness, volume_per_second_std, price_path_length, max_up_sweep_z, path_length_over_range, max_sell_run, eigen_ratio_z, max_drawdown, wave_wavelength_z, monotonicity_score, max_monotonic_run, max_monotonic_run_z, trade_time_uniformity, taylor_rate_r2, hour_sin, quartile_count_ratio, roll_spread, max_sell_run_z",0.031073446327683607,2160,180,AUC_dev,9,2025-08-26,2025-09-24
tgt_crash_5,True,20,"realized_vol, price_path_length, volume_per_second_std, trade_rate_std, burstiness, monotonicity_score, wave_wavelength_z, max_drawdown, eigen_ratio_z, path_length_over_range, max_up_sweep_z, atr_change_pct_14, total_energy, quartile_count_ratio, max_monotonic_run_z, roll_spread, max_sell_run, trade_time_uniformity, max_monotonic_run, max_trades_per_second_z",0.22114285714285709,2160,180,AUC_dev,9,2025-08-26,2025-09-24
tgt_liquidation_cascade_5,True,20,"realized_vol, price_path_length, trade_rate_std, max_drawdown, monotonicity_score, burstiness, volume_per_second_std, total_energy, max_monotonic_run, path_length_over_range, max_drawup, max_sell_run, side_switch_rate, eigen_ratio_z, cvd_min, kinetic_energy, wave_wavelength_z, atr_change_pct_14, quartile_count_ratio, trade_time_uniformity",0.3070588235294117,2160,180,AUC_dev,9,2025-08-26,2025-09-24
