timestamp,datetime,flow_impact,flow_direction,flow_imbalance,burst_ratio,price,date
1747013504740,2025-05-12 01:31:44.740,5.177652449770883,Sell,1.0,1.0,173.98,2025-05-12
1747013504740,2025-05-12 01:31:44.740,6.663729291505111,Sell,1.0,1.0,173.95,2025-05-12
1747013507438,2025-05-12 01:31:47.438,1.0501823002983095,Sell,0.9209409482235964,0.7666666666666667,174.0,2025-05-12
1747013585310,2025-05-12 01:33:05.310,0.7850075904308224,Sell,1.0,1.0,173.98,2025-05-12
1747013585317,2025-05-12 01:33:05.317,0.7176359734073182,Sell,0.9997082634381154,0.9666666666666667,173.93,2025-05-12
1747013649185,2025-05-12 01:34:09.185,0.9978076731439962,Sell,0.9990017967658216,1.0,173.45,2025-05-12
1747013733098,2025-05-12 01:35:33.098,0.8928144263501702,Sell,0.845919726079513,0.6666666666666666,172.81,2025-05-12
1747013741375,2025-05-12 01:35:41.375,0.784694263789959,Sell,1.0,1.0,172.63,2025-05-12
1747013741375,2025-05-12 01:35:41.375,0.990881249784935,Sell,1.0,1.0,172.54,2025-05-12
1747013751096,2025-05-12 01:35:51.096,3.591563981042654,Sell,0.9096842476627272,1.0,172.65,2025-05-12
1747013751151,2025-05-12 01:35:51.151,1.8938388625592413,Sell,1.0,1.0,172.53,2025-05-12
1747013751166,2025-05-12 01:35:51.166,0.6002843601895735,Sell,0.9489152177258039,0.9,172.49,2025-05-12
1747013751486,2025-05-12 01:35:51.486,0.6264454976303317,Sell,0.8748936170212765,0.9333333333333333,172.45,2025-05-12
1747013762293,2025-05-12 01:36:02.293,2.6572449642625076,Sell,0.9908720258017404,1.0,172.38,2025-05-12
1747013767365,2025-05-12 01:36:07.365,0.6110515544293927,Sell,0.904038870331005,0.7666666666666667,172.3,2025-05-12
1747013794214,2025-05-12 01:36:34.214,0.6161692482055156,Sell,0.9987745098039216,0.9666666666666667,172.0,2025-05-12
1747013794214,2025-05-12 01:36:34.214,0.6442765394786549,Sell,0.9988279418659165,1.0,171.95,2025-05-12
1747013794214,2025-05-12 01:36:34.214,0.9771061579146202,Sell,0.9991497584541064,0.9666666666666667,172.0,2025-05-12
1747013794430,2025-05-12 01:36:34.430,1.273100741921638,Buy,0.7700767263427108,0.8333333333333334,171.99,2025-05-12
1747013795885,2025-05-12 01:36:35.885,1.0341355018675242,Sell,0.9485968819599111,0.9666666666666667,171.84,2025-05-12
1747013796100,2025-05-12 01:36:36.100,4.971524288107203,Sell,0.9238373035164479,0.9,171.8,2025-05-12
1747013796879,2025-05-12 01:36:36.879,7.4530988274706855,Sell,0.9957389549226284,1.0,171.75,2025-05-12
1747013796893,2025-05-12 01:36:36.893,12.709380234505861,Sell,1.0,1.0,171.76,2025-05-12
1747013811136,2025-05-12 01:36:51.136,1.7032555459521748,Buy,0.7216074548631333,0.7,171.87,2025-05-12
1747013820887,2025-05-12 01:37:00.887,0.8410840108401085,Sell,1.0,1.0,172.11,2025-05-12
1747013824098,2025-05-12 01:37:04.098,1.2294319565939542,Buy,0.9395580400034939,0.7666666666666667,172.08,2025-05-12
1747013844564,2025-05-12 01:37:24.564,1.4694170117871934,Buy,0.8452767915187278,0.7333333333333333,172.1,2025-05-12
1747013854936,2025-05-12 01:37:34.936,1.9289693593314765,Buy,0.738857501569366,0.6333333333333333,172.17,2025-05-12
1747013865516,2025-05-12 01:37:45.516,0.6861358477387811,Buy,0.8124999999999999,1.0,172.17,2025-05-12
1747013880383,2025-05-12 01:38:00.383,0.8689539237411171,Buy,0.9933391761612621,0.9,172.47,2025-05-12
1747013887850,2025-05-12 01:38:07.850,0.6033385051629127,Buy,0.84324942791762,0.7,172.66,2025-05-12
1747013972050,2025-05-12 01:39:32.050,1.249915133410279,Sell,0.9869408018995198,1.0,172.66,2025-05-12
1747013977784,2025-05-12 01:39:37.784,0.6407819467591548,Sell,0.8603373872106709,0.6,172.63,2025-05-12
1747013988011,2025-05-12 01:39:48.011,0.9821327103983838,Sell,0.7673256078164054,0.6666666666666666,172.61,2025-05-12
1747013990492,2025-05-12 01:39:50.492,0.626080728500537,Sell,0.8941340349791053,0.9,172.56,2025-05-12
1747014013176,2025-05-12 01:40:13.176,0.6042028875954344,Sell,0.8564626640343748,0.8666666666666667,172.47,2025-05-12
